basin,year,month,fill_ratio,stored_hm3,capacity_hm3
Cantábrico Occidental,1988,1,0.7928,1687.0,2128.0
Cantábrico Occidental,1988,2,0.8473,1803.0,2128.0
Cantábrico Occidental,1988,3,0.7805,2076.0,2660.0
Cantábrico Occidental,1988,4,0.8369,1781.0,2128.0
Cantábrico Occidental,1988,5,0.9338,2484.0,2660.0
Cantábrico Occidental,1988,6,0.9131,1943.0,2128.0
Cantábrico Occidental,1988,7,0.8181,1741.0,2128.0
Cantábrico Occidental,1988,8,0.682,1814.0,2660.0
Cantábrico Occidental,1988,9,0.5869,1249.0,2128.0
Cantábrico Occidental,1988,10,0.5752,1224.0,2128.0
Cantábrico Occidental,1988,11,0.4903,1314.0,2680.0
Cantábrico Occidental,1988,12,0.4473,959.0,2144.0
Cantábrico Occidental,1989,1,0.4504,1207.0,2680.0
Cantábrico Occidental,1989,2,0.4333,929.0,2144.0
Cantábrico Occidental,1989,3,0.6432,1379.0,2144.0
Cantábrico Occidental,1989,4,0.6702,1437.0,2144.0
Cantábrico Occidental,1989,5,0.7164,1920.0,2680.0
Cantábrico Occidental,1989,6,0.7542,1617.0,2144.0
Cantábrico Occidental,1989,7,0.7127,1528.0,2144.0
Cantábrico Occidental,1989,8,0.6545,1754.0,2680.0
Cantábrico Occidental,1989,9,0.5965,1279.0,2144.0
Cantábrico Occidental,1989,10,0.5369,1439.0,2680.0
Cantábrico Occidental,1989,11,0.541,1160.0,2144.0
Cantábrico Occidental,1989,12,0.6441,1381.0,2144.0
Cantábrico Occidental,1990,1,0.7616,2041.0,2680.0
Cantábrico Occidental,1990,2,0.8479,1818.0,2144.0
Cantábrico Occidental,1990,3,0.7785,1669.0,2144.0
Cantábrico Occidental,1990,4,0.7864,1686.0,2144.0
Cantábrico Occidental,1990,5,0.8731,2340.0,2680.0
Cantábrico Occidental,1990,6,0.8671,1859.0,2144.0
Cantábrico Occidental,1990,7,0.8097,2170.0,2680.0
Cantábrico Occidental,1990,8,0.7519,1612.0,2144.0
Cantábrico Occidental,1990,9,0.6796,1457.0,2144.0
Cantábrico Occidental,1990,10,0.6186,1669.0,2698.0
Cantábrico Occidental,1990,11,0.6399,1395.0,2180.0
Cantábrico Occidental,1990,12,0.6702,1461.0,2180.0
Cantábrico Occidental,1991,1,0.857,2320.0,2707.0
Cantábrico Occidental,1991,2,0.8461,1814.0,2144.0
Cantábrico Occidental,1991,3,0.8937,1916.0,2144.0
Cantábrico Occidental,1991,4,0.8802,2359.0,2680.0
Cantábrico Occidental,1991,5,0.9142,1960.0,2144.0
Cantábrico Occidental,1991,6,0.938,2011.0,2144.0
Cantábrico Occidental,1991,7,0.8776,2352.0,2680.0
Cantábrico Occidental,1991,8,0.834,1788.0,2144.0
Cantábrico Occidental,1991,9,0.7593,1628.0,2144.0
Cantábrico Occidental,1991,10,0.6758,1849.0,2736.0
Cantábrico Occidental,1991,11,0.6964,1532.0,2200.0
Cantábrico Occidental,1991,12,0.7331,2016.0,2750.0
Cantábrico Occidental,1992,1,0.6686,1471.0,2200.0
Cantábrico Occidental,1992,2,0.6227,1370.0,2200.0
Cantábrico Occidental,1992,3,0.5982,1645.0,2750.0
Cantábrico Occidental,1992,4,0.8677,1909.0,2200.0
Cantábrico Occidental,1992,5,0.9277,2041.0,2200.0
Cantábrico Occidental,1992,6,0.9305,2559.0,2750.0
Cantábrico Occidental,1992,7,0.8818,1940.0,2200.0
Cantábrico Occidental,1992,8,0.8373,1842.0,2200.0
Cantábrico Occidental,1992,9,0.7869,2164.0,2750.0
Cantábrico Occidental,1992,10,0.7318,1610.0,2200.0
Cantábrico Occidental,1992,11,0.795,1749.0,2200.0
Cantábrico Occidental,1992,12,0.8375,2303.0,2750.0
Cantábrico Occidental,1993,1,0.7541,1659.0,2200.0
Cantábrico Occidental,1993,2,0.7041,1549.0,2200.0
Cantábrico Occidental,1993,3,0.6727,1850.0,2750.0
Cantábrico Occidental,1993,4,0.7595,1671.0,2200.0
Cantábrico Occidental,1993,5,0.9073,1996.0,2200.0
Cantábrico Occidental,1993,6,0.9324,2564.0,2750.0
Cantábrico Occidental,1993,7,0.925,2035.0,2200.0
Cantábrico Occidental,1993,8,0.8415,2314.0,2750.0
Cantábrico Occidental,1993,9,0.7518,1654.0,2200.0
Cantábrico Occidental,1993,10,0.7623,1677.0,2200.0
Cantábrico Occidental,1993,11,0.6825,1877.0,2750.0
Cantábrico Occidental,1993,12,0.7432,1635.0,2200.0
Cantábrico Occidental,1994,1,0.8709,1916.0,2200.0
Cantábrico Occidental,1994,2,0.8132,1789.0,2200.0
Cantábrico Occidental,1994,3,0.7625,2097.0,2750.0
Cantábrico Occidental,1994,4,0.7682,1690.0,2200.0
Cantábrico Occidental,1994,5,0.8218,2260.0,2750.0
Cantábrico Occidental,1994,6,0.8686,1911.0,2200.0
Cantábrico Occidental,1994,7,0.8264,1818.0,2200.0
Cantábrico Occidental,1994,8,0.7473,2055.0,2750.0
Cantábrico Occidental,1994,9,0.655,1441.0,2200.0
Cantábrico Occidental,1994,10,0.6018,1324.0,2200.0
Cantábrico Occidental,1994,11,0.5905,1624.0,2750.0
Cantábrico Occidental,1994,12,0.6032,1327.0,2200.0
Cantábrico Occidental,1995,1,0.8044,2212.0,2750.0
Cantábrico Occidental,1995,2,0.845,1859.0,2200.0
Cantábrico Occidental,1995,3,0.8709,1916.0,2200.0
Cantábrico Occidental,1995,4,0.7959,1751.0,2200.0
Cantábrico Occidental,1995,5,0.8075,2223.0,2753.0
Cantábrico Occidental,1995,6,0.8123,1787.0,2200.0
Cantábrico Occidental,1995,7,0.7795,1715.0,2200.0
Cantábrico Occidental,1995,8,0.7287,2004.0,2750.0
Cantábrico Occidental,1995,9,0.67,1474.0,2200.0
Cantábrico Occidental,1995,10,0.6345,1745.0,2750.0
Cantábrico Occidental,1995,11,0.6423,1413.0,2200.0
Cantábrico Occidental,1995,12,0.7905,1739.0,2200.0
Cantábrico Occidental,1996,1,0.8436,2320.0,2750.0
Cantábrico Occidental,1996,2,0.7827,1722.0,2200.0
Cantábrico Occidental,1996,3,0.8043,1767.0,2197.0
Cantábrico Occidental,1996,4,0.8663,2378.0,2745.0
Cantábrico Occidental,1996,5,0.9003,1977.0,2196.0
Cantábrico Occidental,1996,6,0.9148,2009.0,2196.0
Cantábrico Occidental,1996,7,0.8761,2405.0,2745.0
Cantábrico Occidental,1996,8,0.8165,1793.0,2196.0
Cantábrico Occidental,1996,9,0.7295,1602.0,2196.0
Cantábrico Occidental,1996,10,0.6339,1740.0,2745.0
Cantábrico Occidental,1996,11,0.6275,1378.0,2196.0
Cantábrico Occidental,1996,12,0.8113,2227.0,2745.0
Cantábrico Occidental,1997,1,0.8397,1844.0,2196.0
Cantábrico Occidental,1997,2,0.8147,1789.0,2196.0
Cantábrico Occidental,1997,3,0.8083,1775.0,2196.0
Cantábrico Occidental,1997,4,0.7625,2093.0,2745.0
Cantábrico Occidental,1997,5,0.7637,1677.0,2196.0
Cantábrico Occidental,1997,6,0.816,1792.0,2196.0
Cantábrico Occidental,1997,7,0.7872,2161.0,2745.0
Cantábrico Occidental,1997,8,0.5615,1233.0,2196.0
Cantábrico Occidental,1997,9,0.5005,1374.0,2745.0
Cantábrico Occidental,1997,10,0.4722,1037.0,2196.0
Cantábrico Occidental,1997,11,0.6321,1388.0,2196.0
Cantábrico Occidental,1997,12,0.8474,2326.0,2745.0
Cantábrico Occidental,1998,1,0.847,1860.0,2196.0
Cantábrico Occidental,1998,2,0.8288,1820.0,2196.0
Cantábrico Occidental,1998,3,0.8321,2284.0,2745.0
Cantábrico Occidental,1998,4,0.8752,1922.0,2196.0
Cantábrico Occidental,1998,5,0.9026,1982.0,2196.0
Cantábrico Occidental,1998,6,0.8998,2470.0,2745.0
Cantábrico Occidental,1998,7,0.8948,1965.0,2196.0
Cantábrico Occidental,1998,8,0.8238,1809.0,2196.0
Cantábrico Occidental,1998,9,0.7297,2003.0,2745.0
Cantábrico Occidental,1998,10,0.6762,1485.0,2196.0
Cantábrico Occidental,1998,11,0.5902,1296.0,2196.0
Cantábrico Occidental,1998,12,0.5421,1488.0,2745.0
Cantábrico Occidental,1999,1,0.5774,1268.0,2196.0
Cantábrico Occidental,1999,2,0.6758,1484.0,2196.0
Cantábrico Occidental,1999,3,0.7628,2094.0,2745.0
Cantábrico Occidental,1999,4,0.8169,1794.0,2196.0
Cantábrico Occidental,1999,5,0.806,1770.0,2196.0
Cantábrico Occidental,1999,6,0.5472,1502.0,2745.0
Cantábrico Occidental,1999,7,0.4162,914.0,2196.0
Cantábrico Occidental,1999,8,0.4047,1111.0,2745.0
Cantábrico Occidental,1999,9,0.3862,848.0,2196.0
Cantábrico Occidental,1999,10,0.4135,908.0,2196.0
Cantábrico Occidental,1999,11,0.6801,1867.0,2745.0
Cantábrico Occidental,1999,12,0.7505,1648.0,2196.0
Cantábrico Occidental,2000,1,0.7113,1562.0,2196.0
Cantábrico Occidental,2000,2,0.6288,1726.0,2745.0
Cantábrico Occidental,2000,3,0.5993,1316.0,2196.0
Cantábrico Occidental,2000,4,0.7341,1612.0,2196.0
Cantábrico Occidental,2000,5,0.8106,2225.0,2745.0
Cantábrico Occidental,2000,6,0.6794,1492.0,2196.0
Cantábrico Occidental,2000,7,0.6079,1335.0,2196.0
Cantábrico Occidental,2000,8,0.6095,1673.0,2745.0
Cantábrico Occidental,2000,9,0.5697,1251.0,2196.0
Cantábrico Occidental,2000,10,0.5705,1566.0,2745.0
Cantábrico Occidental,2000,11,0.7951,1746.0,2196.0
Cantábrico Occidental,2000,12,0.8393,1843.0,2196.0
Cantábrico Occidental,2001,1,0.863,2369.0,2745.0
Cantábrico Occidental,2001,2,0.8538,1875.0,2196.0
Cantábrico Occidental,2001,3,0.8939,1963.0,2196.0
Cantábrico Occidental,2001,4,0.8689,1908.0,2196.0
Cantábrico Occidental,2001,5,0.8776,2409.0,2745.0
Cantábrico Occidental,2001,6,0.857,1882.0,2196.0
Cantábrico Occidental,2001,7,0.8102,2224.0,2745.0
Cantábrico Occidental,2001,8,0.7145,1569.0,2196.0
Cantábrico Occidental,2001,9,0.633,1390.0,2196.0
Cantábrico Occidental,2001,10,0.5275,1448.0,2745.0
Cantábrico Occidental,2001,11,0.495,1087.0,2196.0
Cantábrico Occidental,2001,12,0.5,1098.0,2196.0
Cantábrico Occidental,2002,1,0.4379,1202.0,2745.0
Cantábrico Occidental,2002,2,0.5642,1239.0,2196.0
Cantábrico Occidental,2002,3,0.7127,1565.0,2196.0
Cantábrico Occidental,2002,4,0.784,2152.0,2745.0
Cantábrico Occidental,2002,5,0.8037,1765.0,2196.0
Cantábrico Occidental,2002,6,0.8397,1844.0,2196.0
Cantábrico Occidental,2002,7,0.8175,2244.0,2745.0
Cantábrico Occidental,2002,8,0.7769,1706.0,2196.0
Cantábrico Occidental,2002,9,0.7719,1695.0,2196.0
Cantábrico Occidental,2002,10,0.7246,1989.0,2745.0
Cantábrico Occidental,2002,11,0.7127,1565.0,2196.0
Cantábrico Occidental,2002,12,0.7836,2151.0,2745.0
Cantábrico Occidental,2003,1,0.8843,1942.0,2196.0
Cantábrico Occidental,2003,2,0.8379,1840.0,2196.0
Cantábrico Occidental,2003,3,0.8138,1787.0,2196.0
Cantábrico Occidental,2003,4,0.7683,2109.0,2745.0
Cantábrico Occidental,2003,5,0.791,1737.0,2196.0
Cantábrico Occidental,2003,6,0.7609,1671.0,2196.0
Cantábrico Occidental,2003,7,0.7348,2017.0,2745.0
Cantábrico Occidental,2003,8,0.6548,1438.0,2196.0
Cantábrico Occidental,2003,9,0.5927,1627.0,2745.0
Cantábrico Occidental,2003,10,0.532,1171.0,2201.0
Cantábrico Occidental,2003,11,0.6728,1491.0,2216.0
Cantábrico Occidental,2003,12,0.7188,1991.0,2770.0
Cantábrico Occidental,2004,1,0.8213,1820.0,2216.0
Cantábrico Occidental,2004,2,0.7911,1753.0,2216.0
Cantábrico Occidental,2004,3,0.7372,2042.0,2770.0
Cantábrico Occidental,2004,4,0.7766,1721.0,2216.0
Cantábrico Occidental,2004,5,0.884,1959.0,2216.0
Cantábrico Occidental,2004,6,0.8852,2452.0,2770.0
Cantábrico Occidental,2004,7,0.8533,1891.0,2216.0
Cantábrico Occidental,2004,8,0.7924,2195.0,2770.0
Cantábrico Occidental,2004,9,0.6507,1442.0,2216.0
Cantábrico Occidental,2004,10,0.5275,1169.0,2216.0
Cantábrico Occidental,2004,11,0.6054,1677.0,2770.0
Cantábrico Occidental,2004,12,0.5591,1239.0,2216.0
Cantábrico Occidental,2005,1,0.6828,1513.0,2216.0
Cantábrico Occidental,2005,2,0.6376,1413.0,2216.0
Cantábrico Occidental,2005,3,0.6116,1694.0,2770.0
Cantábrico Occidental,2005,4,0.7563,1676.0,2216.0
Cantábrico Occidental,2005,5,0.8527,2362.0,2770.0
Cantábrico Occidental,2005,6,0.8123,1800.0,2216.0
Cantábrico Occidental,2005,7,0.7437,1648.0,2216.0
Cantábrico Occidental,2005,8,0.6661,1845.0,2770.0
Cantábrico Occidental,2005,9,0.6327,1402.0,2216.0
Cantábrico Occidental,2005,10,0.5961,1321.0,2216.0
Cantábrico Occidental,2005,11,0.5942,1646.0,2770.0
Cantábrico Occidental,2005,12,0.5948,1318.0,2216.0
Cantábrico Occidental,2006,1,0.6957,1927.0,2770.0
Cantábrico Occidental,2006,2,0.6891,1527.0,2216.0
Cantábrico Occidental,2006,3,0.8344,1849.0,2216.0
Cantábrico Occidental,2006,4,0.8236,1825.0,2216.0
Cantábrico Occidental,2006,5,0.8209,2274.0,2770.0
Cantábrico Occidental,2006,6,0.7396,1639.0,2216.0
Cantábrico Occidental,2006,7,0.7238,1604.0,2216.0
Cantábrico Occidental,2006,8,0.6538,1811.0,2770.0
Cantábrico Occidental,2006,9,0.5961,1321.0,2216.0
Cantábrico Occidental,2006,10,0.6386,1769.0,2770.0
Cantábrico Occidental,2006,11,0.6904,1530.0,2216.0
Cantábrico Occidental,2006,12,0.819,1815.0,2216.0
Cantábrico Occidental,2007,1,0.6975,1932.0,2770.0
Cantábrico Occidental,2007,2,0.8132,1802.0,2216.0
Cantábrico Occidental,2007,3,0.8371,1855.0,2216.0
Cantábrico Occidental,2007,4,0.8245,1827.0,2216.0
Cantábrico Occidental,2007,5,0.8563,2372.0,2770.0
Cantábrico Occidental,2007,6,0.88,1950.0,2216.0
Cantábrico Occidental,2007,7,0.8332,2308.0,2770.0
Cantábrico Occidental,2007,8,0.7893,1749.0,2216.0
Cantábrico Occidental,2007,9,0.7843,1738.0,2216.0
Cantábrico Occidental,2007,10,0.7267,2013.0,2770.0
Cantábrico Occidental,2007,11,0.6864,1521.0,2216.0
Cantábrico Occidental,2007,12,0.6295,1395.0,2216.0
Cantábrico Occidental,2008,1,0.6217,1722.0,2770.0
Cantábrico Occidental,2008,2,0.6539,1449.0,2216.0
Cantábrico Occidental,2008,3,0.7035,1559.0,2216.0
Cantábrico Occidental,2008,4,0.8552,2369.0,2770.0
Cantábrico Occidental,2008,5,0.8759,1941.0,2216.0
Cantábrico Occidental,2008,6,0.8903,1973.0,2216.0
Cantábrico Occidental,2008,7,0.8794,2436.0,2770.0
Cantábrico Occidental,2008,8,0.8457,1874.0,2216.0
Cantábrico Occidental,2008,9,0.7895,2187.0,2770.0
Cantábrico Occidental,2008,10,0.6886,1526.0,2216.0
Cantábrico Occidental,2008,11,0.6616,1466.0,2216.0
Cantábrico Occidental,2008,12,0.7585,2101.0,2770.0
Cantábrico Occidental,2009,1,0.7875,1745.0,2216.0
Cantábrico Occidental,2009,2,0.866,1919.0,2216.0
Cantábrico Occidental,2009,3,0.7762,2150.0,2770.0
Cantábrico Occidental,2009,4,0.7536,1670.0,2216.0
Cantábrico Occidental,2009,5,0.8394,1860.0,2216.0
Cantábrico Occidental,2009,6,0.9137,2531.0,2770.0
Cantábrico Occidental,2009,7,0.8894,1971.0,2216.0
Cantábrico Occidental,2009,8,0.8407,1863.0,2216.0
Cantábrico Occidental,2009,9,0.7357,2038.0,2770.0
Cantábrico Occidental,2009,10,0.5988,1327.0,2216.0
Cantábrico Occidental,2009,11,0.6277,1391.0,2216.0
Cantábrico Occidental,2009,12,0.7404,2051.0,2770.0
Cantábrico Occidental,2010,1,0.8511,1886.0,2216.0
Cantábrico Occidental,2010,2,0.7658,1697.0,2216.0
Cantábrico Occidental,2010,3,0.8671,2402.0,2770.0
Cantábrico Occidental,2010,4,0.8493,1882.0,2216.0
Cantábrico Occidental,2010,5,0.8222,1822.0,2216.0
Cantábrico Occidental,2010,6,0.8715,2414.0,2770.0
Cantábrico Occidental,2010,7,0.7852,1740.0,2216.0
Cantábrico Occidental,2010,8,0.6502,1801.0,2770.0
Cantábrico Occidental,2010,9,0.6011,1332.0,2216.0
Cantábrico Occidental,2010,10,0.5925,1313.0,2216.0
Cantábrico Occidental,2010,11,0.6856,1899.0,2770.0
Cantábrico Occidental,2010,12,0.6981,1547.0,2216.0
Cantábrico Occidental,2011,1,0.7843,1738.0,2216.0
Cantábrico Occidental,2011,2,0.676,1498.0,2216.0
Cantábrico Occidental,2011,3,0.7538,2088.0,2770.0
Cantábrico Occidental,2011,4,0.7856,1741.0,2216.0
Cantábrico Occidental,2011,5,0.7892,2186.0,2770.0
Cantábrico Occidental,2011,6,0.796,1764.0,2216.0
Cantábrico Occidental,2011,7,0.7103,1574.0,2216.0
Cantábrico Occidental,2011,8,0.6282,1740.0,2770.0
Cantábrico Occidental,2011,9,0.5239,1161.0,2216.0
Cantábrico Occidental,2011,10,0.4734,1049.0,2216.0
Cantábrico Occidental,2011,11,0.4812,1333.0,2770.0
Cantábrico Occidental,2011,12,0.5731,1270.0,2216.0
Cantábrico Occidental,2012,1,0.6231,1726.0,2770.0
Cantábrico Occidental,2012,2,0.6796,1506.0,2216.0
Cantábrico Occidental,2012,3,0.7148,1584.0,2216.0
Cantábrico Occidental,2012,4,0.7978,1768.0,2216.0
Cantábrico Occidental,2012,5,0.8704,2411.0,2770.0
Cantábrico Occidental,2012,6,0.8687,1925.0,2216.0
Cantábrico Occidental,2012,7,0.7574,2098.0,2770.0
Cantábrico Occidental,2012,8,0.6579,1458.0,2216.0
Cantábrico Occidental,2012,9,0.6079,1347.0,2216.0
Cantábrico Occidental,2012,10,0.5921,1640.0,2770.0
Cantábrico Occidental,2012,11,0.6318,1400.0,2216.0
Cantábrico Occidental,2012,12,0.6823,1512.0,2216.0
Cantábrico Occidental,2013,1,0.7726,2140.0,2770.0
Cantábrico Occidental,2013,2,0.8858,1963.0,2216.0
Cantábrico Occidental,2013,3,0.8389,1859.0,2216.0
Cantábrico Occidental,2013,4,0.9159,2537.0,2770.0
Cantábrico Occidental,2013,5,0.9165,2031.0,2216.0
Cantábrico Occidental,2013,6,0.8944,1982.0,2216.0
Cantábrico Occidental,2013,7,0.8769,2429.0,2770.0
Cantábrico Occidental,2013,8,0.8312,1842.0,2216.0
Cantábrico Occidental,2013,9,0.7459,1653.0,2216.0
Cantábrico Occidental,2013,10,0.6278,1739.0,2770.0
Cantábrico Occidental,2013,11,0.6805,1508.0,2216.0
Cantábrico Occidental,2013,12,0.6502,1801.0,2770.0
Cantábrico Occidental,2014,1,0.8267,1832.0,2216.0
Cantábrico Occidental,2014,2,0.8931,1979.0,2216.0
Cantábrico Occidental,2014,3,0.8773,1944.0,2216.0
Cantábrico Occidental,2014,4,0.8697,2409.0,2770.0
Cantábrico Occidental,2014,5,0.8457,1874.0,2216.0
Cantábrico Occidental,2014,6,0.8005,1774.0,2216.0
Cantábrico Occidental,2014,7,0.6989,1936.0,2770.0
Cantábrico Occidental,2014,8,0.6187,1371.0,2216.0
Cantábrico Occidental,2014,9,0.5498,1523.0,2770.0
Cantábrico Occidental,2014,10,0.5077,1125.0,2216.0
Cantábrico Occidental,2014,11,0.5456,1209.0,2216.0
Cantábrico Occidental,2014,12,0.6126,1697.0,2770.0
Cantábrico Occidental,2015,1,0.6277,1391.0,2216.0
Cantábrico Occidental,2015,2,0.8055,1785.0,2216.0
Cantábrico Occidental,2015,3,0.813,2252.0,2770.0
Cantábrico Occidental,2015,4,0.8213,1820.0,2216.0
Cantábrico Occidental,2015,5,0.8899,1972.0,2216.0
Cantábrico Occidental,2015,6,0.8473,2347.0,2770.0
Cantábrico Occidental,2015,7,0.7811,1731.0,2216.0
Cantábrico Occidental,2015,8,0.718,1591.0,2216.0
Cantábrico Occidental,2015,9,0.6787,1880.0,2770.0
Cantábrico Occidental,2015,10,0.6399,1418.0,2216.0
Cantábrico Occidental,2015,11,0.5988,1327.0,2216.0
Cantábrico Occidental,2015,12,0.5653,1566.0,2770.0
Cantábrico Occidental,2016,1,0.7712,1709.0,2216.0
Cantábrico Occidental,2016,2,0.8231,1824.0,2216.0
Cantábrico Occidental,2016,3,0.8617,2387.0,2770.0
Cantábrico Occidental,2016,4,0.8579,1901.0,2216.0
Cantábrico Occidental,2016,5,0.883,2446.0,2770.0
Cantábrico Occidental,2016,6,0.8863,1964.0,2216.0
Cantábrico Occidental,2016,7,0.8822,1955.0,2216.0
Cantábrico Occidental,2016,8,0.8155,2259.0,2770.0
Cantábrico Occidental,2016,9,0.7432,1647.0,2216.0
Cantábrico Occidental,2016,10,0.6592,1408.0,2136.0
Cantábrico Occidental,2016,11,0.6154,1643.0,2670.0
Cantábrico Occidental,2016,12,0.6021,1286.0,2136.0
Cantábrico Occidental,2017,1,0.5573,1488.0,2670.0
Cantábrico Occidental,2017,2,0.7046,1505.0,2136.0
Cantábrico Occidental,2017,3,0.7608,1625.0,2136.0
Cantábrico Occidental,2017,4,0.7898,1687.0,2136.0
Cantábrico Occidental,2017,5,0.8315,2220.0,2670.0
Cantábrico Occidental,2017,6,0.8769,1873.0,2136.0
Cantábrico Occidental,2017,7,0.868,1854.0,2136.0
Cantábrico Occidental,2017,8,0.8258,2205.0,2670.0
Cantábrico Occidental,2017,9,0.7079,1515.0,2140.0
Cantábrico Occidental,2017,10,0.5699,1476.0,2590.0
Cantábrico Occidental,2017,11,0.5304,1099.0,2072.0
Cantábrico Occidental,2017,12,0.5719,1185.0,2072.0
Cantábrico Occidental,2018,1,0.7208,1867.0,2590.0
Cantábrico Occidental,2018,2,0.7765,1609.0,2072.0
Cantábrico Occidental,2018,3,0.8431,1747.0,2072.0
Cantábrico Occidental,2018,4,0.8948,1854.0,2072.0
Cantábrico Occidental,2018,5,0.9058,2346.0,2590.0
Cantábrico Occidental,2018,6,0.9484,1965.0,2072.0
Cantábrico Occidental,2018,7,0.9124,2363.0,2590.0
Cantábrico Occidental,2018,8,0.8316,1723.0,2072.0
Cantábrico Occidental,2018,9,0.7273,1507.0,2072.0
Cantábrico Occidental,2018,10,0.649,1681.0,2590.0
Cantábrico Occidental,2018,11,0.6819,1413.0,2072.0
Cantábrico Occidental,2018,12,0.6559,1359.0,2072.0
Cantábrico Occidental,2019,1,0.6274,1625.0,2590.0
Cantábrico Occidental,2019,2,0.8118,1682.0,2072.0
Cantábrico Occidental,2019,3,0.7722,1600.0,2072.0
Cantábrico Occidental,2019,4,0.8174,2117.0,2590.0
Cantábrico Occidental,2019,5,0.8885,1841.0,2072.0
Cantábrico Occidental,2019,6,0.8842,1832.0,2072.0
Cantábrico Occidental,2019,7,0.8143,2109.0,2590.0
Cantábrico Occidental,2019,8,0.7563,1567.0,2072.0
Cantábrico Occidental,2019,9,0.6998,1450.0,2072.0
Cantábrico Occidental,2019,10,0.6239,1616.0,2590.0
Cantábrico Occidental,2019,11,0.7408,1535.0,2072.0
Cantábrico Occidental,2019,12,0.8757,2268.0,2590.0
Cantábrico Occidental,2020,1,0.7403,1534.0,2072.0
Cantábrico Occidental,2020,2,0.7529,1560.0,2072.0
Cantábrico Occidental,2020,3,0.7838,2030.0,2590.0
Cantábrico Occidental,2020,4,0.832,1724.0,2072.0
Cantábrico Occidental,2020,5,0.8856,1835.0,2072.0
Cantábrico Occidental,2020,6,0.8622,2233.0,2590.0
Cantábrico Occidental,2020,7,0.8041,1666.0,2072.0
Cantábrico Occidental,2020,8,0.749,1552.0,2072.0
Cantábrico Occidental,2020,9,0.7081,1834.0,2590.0
Cantábrico Occidental,2020,10,0.6622,1372.0,2072.0
Cantábrico Occidental,2020,11,0.6704,1389.0,2072.0
Cantábrico Occidental,2020,12,0.673,1743.0,2590.0
Cantábrico Occidental,2021,1,0.6351,1316.0,2072.0
Cantábrico Occidental,2021,2,0.8499,1761.0,2072.0
Cantábrico Occidental,2021,3,0.81,2098.0,2590.0
Cantábrico Occidental,2021,4,0.7794,1615.0,2072.0
Cantábrico Occidental,2021,5,0.7997,1657.0,2072.0
Cantábrico Occidental,2021,6,0.8479,2196.0,2590.0
Cantábrico Occidental,2021,7,0.8277,1715.0,2072.0
Cantábrico Occidental,2021,8,0.7525,1949.0,2590.0
Cantábrico Occidental,2021,9,0.6467,1340.0,2072.0
Cantábrico Occidental,2021,10,0.5758,1193.0,2072.0
Cantábrico Occidental,2021,11,0.5795,1501.0,2590.0
Cantábrico Occidental,2021,12,0.6868,1423.0,2072.0
Cantábrico Occidental,2022,1,0.6424,1331.0,2072.0
Cantábrico Occidental,2022,2,0.6255,1296.0,2072.0
Cantábrico Occidental,2022,3,0.6239,1616.0,2590.0
Cantábrico Occidental,2022,4,0.6255,1296.0,2072.0
Cantábrico Occidental,2022,5,0.6363,1648.0,2590.0
Cantábrico Occidental,2022,6,0.6404,1327.0,2072.0
Cantábrico Occidental,2022,7,0.6443,1335.0,2072.0
Cantábrico Occidental,2022,8,0.6104,1581.0,2590.0
Cantábrico Occidental,2022,9,0.5734,1188.0,2072.0
Cantábrico Occidental,2022,10,0.5612,1100.0,1960.0
Cantábrico Occidental,2022,11,0.5682,1392.0,2450.0
Cantábrico Occidental,2022,12,0.5949,1166.0,1960.0
Cantábrico Occidental,2023,1,0.8147,1996.0,2450.0
Cantábrico Occidental,2023,2,0.7495,1469.0,1960.0
Cantábrico Occidental,2023,3,0.7097,1391.0,1960.0
Cantábrico Occidental,2023,4,0.7878,1544.0,1960.0
Cantábrico Occidental,2023,5,0.8445,2069.0,2450.0
Cantábrico Occidental,2023,6,0.9061,1776.0,1960.0
Cantábrico Occidental,2023,7,0.8949,1754.0,1960.0
Cantábrico Occidental,2023,8,0.8514,2086.0,2450.0
Cantábrico Occidental,2023,9,0.801,1570.0,1960.0
Cantábrico Occidental,2023,10,0.7453,1826.0,2450.0
Cantábrico Occidental,2023,11,0.8276,1622.0,1960.0
Cantábrico Occidental,2023,12,0.7929,1554.0,1960.0
Cantábrico Occidental,2024,1,0.7996,1959.0,2450.0
Cantábrico Occidental,2024,2,0.773,1515.0,1960.0
Cantábrico Occidental,2024,3,0.8878,1740.0,1960.0
Cantábrico Occidental,2024,4,0.8722,2137.0,2450.0
Cantábrico Occidental,2024,5,0.9087,1781.0,1960.0
Cantábrico Occidental,2024,6,0.9281,1819.0,1960.0
Cantábrico Occidental,2024,7,0.902,2210.0,2450.0
Cantábrico Occidental,2024,8,0.8199,1607.0,1960.0
Cantábrico Occidental,2024,9,0.7286,1428.0,1960.0
Cantábrico Occidental,2024,10,0.7408,1815.0,2450.0
Cantábrico Occidental,2024,11,0.6163,1208.0,1960.0
Cantábrico Occidental,2024,12,0.638,1563.0,2450.0
Cantábrico Occidental,2025,1,0.6622,1298.0,1960.0
Cantábrico Occidental,2025,2,0.7964,1561.0,1960.0
Cantábrico Occidental,2025,3,0.7403,1451.0,1960.0
Cantábrico Occidental,2025,4,0.82,2009.0,2450.0
Cantábrico Occidental,2025,5,0.9031,1770.0,1960.0
Cantábrico Occidental,2025,6,0.8913,1747.0,1960.0
Cantábrico Occidental,2025,7,0.7914,1939.0,2450.0
Cantábrico Occidental,2025,8,0.699,1370.0,1960.0
