basin,year,month,fill_ratio,stored_hm3,capacity_hm3
Segura,1992,1,0.1462,653.0,4468.0
Segura,1992,2,0.1556,695.0,4468.0
Segura,1992,3,0.2056,1148.0,5585.0
Segura,1992,4,0.2296,1026.0,4468.0
Segura,1992,5,0.201,898.0,4468.0
Segura,1992,6,0.1929,1040.0,5390.0
Segura,1992,7,0.1916,826.0,4312.0
Segura,1992,8,0.1452,626.0,4312.0
Segura,1992,9,0.1143,616.0,5390.0
Segura,1992,10,0.0962,415.0,4312.0
Segura,1992,11,0.1048,452.0,4312.0
Segura,1992,12,0.123,663.0,5390.0
Segura,1993,1,0.1426,615.0,4312.0
Segura,1993,2,0.1667,719.0,4312.0
Segura,1993,3,0.1931,1041.0,5390.0
Segura,1993,4,0.1994,860.0,4312.0
Segura,1993,5,0.1987,857.0,4312.0
Segura,1993,6,0.1824,983.0,5390.0
Segura,1993,7,0.1426,615.0,4312.0
Segura,1993,8,0.1195,644.0,5390.0
Segura,1993,9,0.0944,407.0,4312.0
Segura,1993,10,0.0835,360.0,4312.0
Segura,1993,11,0.0935,504.0,5390.0
Segura,1993,12,0.1113,480.0,4312.0
Segura,1994,1,0.1257,542.0,4312.0
Segura,1994,2,0.1412,609.0,4312.0
Segura,1994,3,0.1456,785.0,5390.0
Segura,1994,4,0.1505,649.0,4312.0
Segura,1994,5,0.1353,729.0,5390.0
Segura,1994,6,0.1004,433.0,4312.0
Segura,1994,7,0.0928,400.0,4312.0
Segura,1994,8,0.0913,492.0,5390.0
Segura,1994,9,0.0724,312.0,4312.0
Segura,1994,10,0.0782,337.0,4312.0
Segura,1994,11,0.0931,502.0,5390.0
Segura,1994,12,0.0944,407.0,4312.0
Segura,1995,1,0.1126,607.0,5390.0
Segura,1995,2,0.1039,448.0,4312.0
Segura,1995,3,0.1171,505.0,4312.0
Segura,1995,4,0.119,513.0,4312.0
Segura,1995,5,0.1134,611.0,5390.0
Segura,1995,6,0.1055,455.0,4312.0
Segura,1995,7,0.0946,408.0,4312.0
Segura,1995,8,0.0944,509.0,5390.0
Segura,1995,9,0.0976,421.0,4312.0
Segura,1995,10,0.0783,422.0,5390.0
Segura,1995,11,0.0816,352.0,4312.0
Segura,1995,12,0.0881,380.0,4312.0
Segura,1996,1,0.1596,860.0,5390.0
Segura,1996,2,0.2472,1066.0,4312.0
Segura,1996,3,0.2753,1187.0,4312.0
Segura,1996,4,0.261,1407.0,5390.0
Segura,1996,5,0.2711,1169.0,4312.0
Segura,1996,6,0.2822,1217.0,4312.0
Segura,1996,7,0.2089,1126.0,5390.0
Segura,1996,8,0.1765,761.0,4312.0
Segura,1996,9,0.1521,656.0,4312.0
Segura,1996,10,0.1482,799.0,5390.0
Segura,1996,11,0.148,638.0,4312.0
Segura,1996,12,0.1764,951.0,5390.0
Segura,1997,1,0.301,1298.0,4312.0
Segura,1997,2,0.3495,1507.0,4312.0
Segura,1997,3,0.3397,1465.0,4312.0
Segura,1997,4,0.3373,1818.0,5390.0
Segura,1997,5,0.3564,1537.0,4312.0
Segura,1997,6,0.3476,1499.0,4312.0
Segura,1997,7,0.3275,1765.0,5390.0
Segura,1997,8,0.2783,1200.0,4312.0
Segura,1997,9,0.236,1272.0,5390.0
Segura,1997,10,0.2764,1192.0,4312.0
Segura,1997,11,0.2809,1218.0,4336.0
Segura,1997,12,0.3253,1763.0,5420.0
Segura,1998,1,0.396,1717.0,4336.0
Segura,1998,2,0.4546,1971.0,4336.0
Segura,1998,3,0.4745,2572.0,5420.0
Segura,1998,4,0.4585,1988.0,4336.0
Segura,1998,5,0.4709,2042.0,4336.0
Segura,1998,6,0.4808,2606.0,5420.0
Segura,1998,7,0.447,1938.0,4336.0
Segura,1998,8,0.3798,1647.0,4336.0
Segura,1998,9,0.2924,1585.0,5420.0
Segura,1998,10,0.2304,999.0,4336.0
Segura,1998,11,0.2066,896.0,4336.0
Segura,1998,12,0.2351,1274.0,5420.0
Segura,1999,1,0.2825,1225.0,4336.0
Segura,1999,2,0.3051,1323.0,4336.0
Segura,1999,3,0.3277,1776.0,5420.0
Segura,1999,4,0.3104,1346.0,4336.0
Segura,1999,5,0.2857,1239.0,4336.0
Segura,1999,6,0.2441,1323.0,5420.0
Segura,1999,7,0.2027,879.0,4336.0
Segura,1999,8,0.1485,805.0,5420.0
Segura,1999,9,0.1255,544.0,4336.0
Segura,1999,10,0.1326,575.0,4336.0
Segura,1999,11,0.1633,885.0,5420.0
Segura,1999,12,0.1577,684.0,4336.0
Segura,2000,1,0.1672,725.0,4336.0
Segura,2000,2,0.1875,1016.0,5420.0
Segura,2000,3,0.1946,844.0,4336.0
Segura,2000,4,0.2043,886.0,4336.0
Segura,2000,5,0.2188,1186.0,5420.0
Segura,2000,6,0.2094,908.0,4336.0
Segura,2000,7,0.1958,849.0,4336.0
Segura,2000,8,0.147,797.0,5420.0
Segura,2000,9,0.1411,612.0,4336.0
Segura,2000,10,0.1515,821.0,5420.0
Segura,2000,11,0.1633,708.0,4336.0
Segura,2000,12,0.1582,686.0,4336.0
Segura,2001,1,0.198,1073.0,5420.0
Segura,2001,2,0.2493,1081.0,4336.0
Segura,2001,3,0.309,1340.0,4336.0
Segura,2001,4,0.3139,1361.0,4336.0
Segura,2001,5,0.3317,1798.0,5420.0
Segura,2001,6,0.3201,1388.0,4336.0
Segura,2001,7,0.2769,1501.0,5420.0
Segura,2001,8,0.2214,960.0,4336.0
Segura,2001,9,0.1884,817.0,4336.0
Segura,2001,10,0.1694,918.0,5420.0
Segura,2001,11,0.1566,679.0,4336.0
Segura,2001,12,0.1806,783.0,4336.0
Segura,2002,1,0.2286,1239.0,5420.0
Segura,2002,2,0.2431,1054.0,4336.0
Segura,2002,3,0.2542,1102.0,4336.0
Segura,2002,4,0.2934,1590.0,5420.0
Segura,2002,5,0.3083,1337.0,4336.0
Segura,2002,6,0.2592,1124.0,4336.0
Segura,2002,7,0.2081,1128.0,5420.0
Segura,2002,8,0.1741,755.0,4336.0
Segura,2002,9,0.1543,669.0,4336.0
Segura,2002,10,0.1277,692.0,5420.0
Segura,2002,11,0.1225,531.0,4336.0
Segura,2002,12,0.1208,655.0,5420.0
Segura,2003,1,0.1432,621.0,4336.0
Segura,2003,2,0.1474,639.0,4336.0
Segura,2003,3,0.1923,834.0,4336.0
Segura,2003,4,0.2136,1177.0,5510.0
Segura,2003,5,0.2248,1015.0,4516.0
Segura,2003,6,0.2099,948.0,4516.0
Segura,2003,7,0.161,909.0,5645.0
Segura,2003,8,0.1253,566.0,4516.0
Segura,2003,9,0.0939,530.0,5645.0
Segura,2003,10,0.1001,452.0,4516.0
Segura,2003,11,0.1384,625.0,4516.0
Segura,2003,12,0.1582,893.0,5645.0
Segura,2004,1,0.1499,677.0,4516.0
Segura,2004,2,0.1535,693.0,4516.0
Segura,2004,3,0.1883,1063.0,5645.0
Segura,2004,4,0.2418,1092.0,4516.0
Segura,2004,5,0.2969,1341.0,4516.0
Segura,2004,6,0.324,1829.0,5645.0
Segura,2004,7,0.2832,1279.0,4516.0
Segura,2004,8,0.2291,1293.0,5645.0
Segura,2004,9,0.1867,843.0,4516.0
Segura,2004,10,0.1732,782.0,4516.0
Segura,2004,11,0.1612,910.0,5645.0
Segura,2004,12,0.1492,674.0,4516.0
Segura,2005,1,0.1552,701.0,4516.0
Segura,2005,2,0.1783,805.0,4516.0
Segura,2005,3,0.214,1208.0,5645.0
Segura,2005,4,0.2283,1031.0,4516.0
Segura,2005,5,0.1942,1096.0,5645.0
Segura,2005,6,0.1612,728.0,4516.0
Segura,2005,7,0.1481,669.0,4516.0
Segura,2005,8,0.1345,759.0,5645.0
Segura,2005,9,0.1178,532.0,4516.0
Segura,2005,10,0.1058,478.0,4516.0
Segura,2005,11,0.1235,697.0,5645.0
Segura,2005,12,0.1202,543.0,4516.0
Segura,2006,1,0.1185,669.0,5645.0
Segura,2006,2,0.1457,658.0,4516.0
Segura,2006,3,0.1577,712.0,4516.0
Segura,2006,4,0.1698,767.0,4516.0
Segura,2006,5,0.1623,916.0,5645.0
Segura,2006,6,0.163,736.0,4516.0
Segura,2006,7,0.1504,679.0,4516.0
Segura,2006,8,0.1298,733.0,5645.0
Segura,2006,9,0.107,483.0,4516.0
Segura,2006,10,0.0946,534.0,5645.0
Segura,2006,11,0.1052,475.0,4516.0
Segura,2006,12,0.1145,517.0,4516.0
Segura,2007,1,0.1229,694.0,5645.0
Segura,2007,2,0.1446,653.0,4516.0
Segura,2007,3,0.1608,726.0,4516.0
Segura,2007,4,0.1991,899.0,4516.0
Segura,2007,5,0.2244,1267.0,5645.0
Segura,2007,6,0.2024,914.0,4516.0
Segura,2007,7,0.1812,1023.0,5645.0
Segura,2007,8,0.1623,733.0,4516.0
Segura,2007,9,0.1457,658.0,4516.0
Segura,2007,10,0.1314,742.0,5645.0
Segura,2007,11,0.1329,600.0,4516.0
Segura,2007,12,0.1413,638.0,4516.0
Segura,2008,1,0.1651,932.0,5645.0
Segura,2008,2,0.186,840.0,4516.0
Segura,2008,3,0.1884,851.0,4516.0
Segura,2008,4,0.1933,1091.0,5645.0
Segura,2008,5,0.2044,923.0,4516.0
Segura,2008,6,0.2205,996.0,4516.0
Segura,2008,7,0.2126,1200.0,5645.0
Segura,2008,8,0.196,885.0,4516.0
Segura,2008,9,0.1564,883.0,5645.0
Segura,2008,10,0.1508,681.0,4516.0
Segura,2008,11,0.1727,780.0,4516.0
Segura,2008,12,0.1862,1051.0,5645.0
Segura,2009,1,0.2115,955.0,4516.0
Segura,2009,2,0.2755,1244.0,4516.0
Segura,2009,3,0.3238,1832.0,5657.0
Segura,2009,4,0.3484,1590.0,4564.0
Segura,2009,5,0.3602,1644.0,4564.0
Segura,2009,6,0.3437,1961.0,5705.0
Segura,2009,7,0.3122,1425.0,4564.0
Segura,2009,8,0.2831,1292.0,4564.0
Segura,2009,9,0.2659,1517.0,5705.0
Segura,2009,10,0.2599,1186.0,4564.0
Segura,2009,11,0.2493,1138.0,4564.0
Segura,2009,12,0.2573,1468.0,5705.0
Segura,2010,1,0.3587,1637.0,4564.0
Segura,2010,2,0.4233,1932.0,4564.0
Segura,2010,3,0.5713,3259.0,5705.0
Segura,2010,4,0.6409,2925.0,4564.0
Segura,2010,5,0.6683,3050.0,4564.0
Segura,2010,6,0.674,3845.0,5705.0
Segura,2010,7,0.6437,2938.0,4564.0
Segura,2010,8,0.5954,3397.0,5705.0
Segura,2010,9,0.5752,2625.0,4564.0
Segura,2010,10,0.5657,2582.0,4564.0
Segura,2010,11,0.5492,3133.0,5705.0
Segura,2010,12,0.6047,2760.0,4564.0
Segura,2011,1,0.6595,3010.0,4564.0
Segura,2011,2,0.6755,3083.0,4564.0
Segura,2011,3,0.7031,4011.0,5705.0
Segura,2011,4,0.7182,3278.0,4564.0
Segura,2011,5,0.722,4119.0,5705.0
Segura,2011,6,0.7051,3218.0,4564.0
Segura,2011,7,0.6637,3029.0,4564.0
Segura,2011,8,0.6256,3569.0,5705.0
Segura,2011,9,0.5971,2725.0,4564.0
Segura,2011,10,0.5484,2503.0,4564.0
Segura,2011,11,0.5218,2977.0,5705.0
Segura,2011,12,0.5403,2466.0,4564.0
Segura,2012,1,0.5569,3177.0,5705.0
Segura,2012,2,0.5627,2568.0,4564.0
Segura,2012,3,0.571,2606.0,4564.0
Segura,2012,4,0.58,2647.0,4564.0
Segura,2012,5,0.5637,3216.0,5705.0
Segura,2012,6,0.5287,2413.0,4564.0
Segura,2012,7,0.4926,2810.0,5705.0
Segura,2012,8,0.4533,2069.0,4564.0
Segura,2012,9,0.4132,1886.0,4564.0
Segura,2012,10,0.4019,2293.0,5705.0
Segura,2012,11,0.4393,2005.0,4564.0
Segura,2012,12,0.4757,2171.0,4564.0
Segura,2013,1,0.5202,2968.0,5705.0
Segura,2013,2,0.5657,2582.0,4564.0
Segura,2013,3,0.6547,2988.0,4564.0
Segura,2013,4,0.7127,4066.0,5705.0
Segura,2013,5,0.7145,3261.0,4564.0
Segura,2013,6,0.7213,3292.0,4564.0
Segura,2013,7,0.7004,3996.0,5705.0
Segura,2013,8,0.6755,3083.0,4564.0
Segura,2013,9,0.6705,3060.0,4564.0
Segura,2013,10,0.6452,3681.0,5705.0
Segura,2013,11,0.5982,2730.0,4564.0
Segura,2013,12,0.5954,3397.0,5705.0
Segura,2014,1,0.6361,2903.0,4564.0
Segura,2014,2,0.6933,3164.0,4564.0
Segura,2014,3,0.7395,3375.0,4564.0
Segura,2014,4,0.7646,4362.0,5705.0
Segura,2014,5,0.7616,3476.0,4564.0
Segura,2014,6,0.752,3432.0,4564.0
Segura,2014,7,0.7181,4097.0,5705.0
Segura,2014,8,0.6512,2972.0,4564.0
Segura,2014,9,0.6019,3434.0,5705.0
Segura,2014,10,0.5907,2696.0,4564.0
Segura,2014,11,0.5611,2561.0,4564.0
Segura,2014,12,0.5756,3284.0,5705.0
Segura,2015,1,0.6008,2742.0,4564.0
Segura,2015,2,0.6286,2869.0,4564.0
Segura,2015,3,0.6615,3774.0,5705.0
Segura,2015,4,0.6681,3049.0,4564.0
Segura,2015,5,0.6334,2891.0,4564.0
Segura,2015,6,0.5897,3364.0,5705.0
Segura,2015,7,0.5296,2417.0,4564.0
Segura,2015,8,0.468,2136.0,4564.0
Segura,2015,9,0.4317,2463.0,5705.0
Segura,2015,10,0.4117,1879.0,4564.0
Segura,2015,11,0.4053,1850.0,4564.0
Segura,2015,12,0.41,2339.0,5705.0
Segura,2016,1,0.4064,1855.0,4564.0
Segura,2016,2,0.3992,1822.0,4564.0
Segura,2016,3,0.4032,2300.0,5705.0
Segura,2016,4,0.4104,1873.0,4564.0
Segura,2016,5,0.3928,2241.0,5705.0
Segura,2016,6,0.3679,1679.0,4564.0
Segura,2016,7,0.3319,1515.0,4564.0
Segura,2016,8,0.2871,1638.0,5705.0
Segura,2016,9,0.2524,1152.0,4564.0
Segura,2016,10,0.2266,1034.0,4564.0
Segura,2016,11,0.2209,1260.0,5705.0
Segura,2016,12,0.2454,1120.0,4564.0
Segura,2017,1,0.2838,1619.0,5705.0
Segura,2017,2,0.3089,1410.0,4564.0
Segura,2017,3,0.3122,1425.0,4564.0
Segura,2017,4,0.3247,1482.0,4564.0
Segura,2017,5,0.3236,1846.0,5705.0
Segura,2017,6,0.2925,1335.0,4564.0
Segura,2017,7,0.2426,1107.0,4564.0
Segura,2017,8,0.1918,1094.0,5705.0
Segura,2017,9,0.1599,730.0,4564.0
Segura,2017,10,0.139,793.0,5705.0
Segura,2017,11,0.1328,606.0,4564.0
Segura,2017,12,0.1378,629.0,4564.0
Segura,2018,1,0.1485,847.0,5705.0
Segura,2018,2,0.1608,734.0,4564.0
Segura,2018,3,0.2116,965.0,4560.0
Segura,2018,4,0.2669,1217.0,4560.0
Segura,2018,5,0.2916,1662.0,5700.0
Segura,2018,6,0.3134,1429.0,4560.0
Segura,2018,7,0.2805,1599.0,5700.0
Segura,2018,8,0.2439,1112.0,4560.0
Segura,2018,9,0.2241,1022.0,4560.0
Segura,2018,10,0.21,1197.0,5700.0
Segura,2018,11,0.2136,974.0,4560.0
Segura,2018,12,0.234,1067.0,4560.0
Segura,2019,1,0.2525,1439.0,5700.0
Segura,2019,2,0.2759,1258.0,4560.0
Segura,2019,3,0.2895,1320.0,4560.0
Segura,2019,4,0.3111,1773.0,5700.0
Segura,2019,5,0.3294,1502.0,4560.0
Segura,2019,6,0.3145,1434.0,4560.0
Segura,2019,7,0.2705,1542.0,5700.0
Segura,2019,8,0.2322,1059.0,4560.0
Segura,2019,9,0.2404,1096.0,4560.0
Segura,2019,10,0.2737,1560.0,5700.0
Segura,2019,11,0.2627,1198.0,4560.0
Segura,2019,12,0.3007,1714.0,5700.0
Segura,2020,1,0.3572,1629.0,4560.0
Segura,2020,2,0.3868,1764.0,4560.0
Segura,2020,3,0.3993,2276.0,5700.0
Segura,2020,4,0.4469,2038.0,4560.0
Segura,2020,5,0.4693,2140.0,4560.0
Segura,2020,6,0.4784,2727.0,5700.0
Segura,2020,7,0.4667,2128.0,4560.0
Segura,2020,8,0.4465,2036.0,4560.0
Segura,2020,9,0.4156,2369.0,5700.0
Segura,2020,10,0.3717,1695.0,4560.0
Segura,2020,11,0.3482,1588.0,4560.0
Segura,2020,12,0.3512,2002.0,5700.0
Segura,2021,1,0.3621,1651.0,4560.0
Segura,2021,2,0.4007,1827.0,4560.0
Segura,2021,3,0.4179,2382.0,5700.0
Segura,2021,4,0.443,2020.0,4560.0
Segura,2021,5,0.4759,2170.0,4560.0
Segura,2021,6,0.4932,2811.0,5700.0
Segura,2021,7,0.4774,2177.0,4560.0
Segura,2021,8,0.4389,2502.0,5700.0
Segura,2021,9,0.3943,1798.0,4560.0
Segura,2021,10,0.3612,1647.0,4560.0
Segura,2021,11,0.337,1921.0,5700.0
Segura,2021,12,0.3325,1516.0,4560.0
Segura,2022,1,0.3493,1593.0,4560.0
Segura,2022,2,0.345,1573.0,4560.0
Segura,2022,3,0.3409,1943.0,5700.0
Segura,2022,4,0.4127,1882.0,4560.0
Segura,2022,5,0.4491,2560.0,5700.0
Segura,2022,6,0.439,2002.0,4560.0
Segura,2022,7,0.4189,1910.0,4560.0
Segura,2022,8,0.3902,2224.0,5700.0
Segura,2022,9,0.3493,1593.0,4560.0
Segura,2022,10,0.3377,1540.0,4560.0
Segura,2022,11,0.3279,1869.0,5700.0
Segura,2022,12,0.3307,1508.0,4560.0
Segura,2023,1,0.3398,1937.0,5700.0
Segura,2023,2,0.3443,1570.0,4560.0
Segura,2023,3,0.3612,1647.0,4560.0
Segura,2023,4,0.352,1605.0,4560.0
Segura,2023,5,0.3395,1935.0,5700.0
Segura,2023,6,0.3625,1653.0,4560.0
Segura,2023,7,0.3395,1548.0,4560.0
Segura,2023,8,0.2904,1655.0,5700.0
Segura,2023,9,0.2531,1154.0,4560.0
Segura,2023,10,0.23,1311.0,5700.0
Segura,2023,11,0.2026,924.0,4560.0
Segura,2023,12,0.1917,874.0,4560.0
Segura,2024,1,0.1849,1054.0,5700.0
Segura,2024,2,0.1836,837.0,4560.0
Segura,2024,3,0.1996,910.0,4560.0
Segura,2024,4,0.2407,1372.0,5700.0
Segura,2024,5,0.2382,1086.0,4560.0
Segura,2024,6,0.2281,1040.0,4560.0
Segura,2024,7,0.2147,1224.0,5700.0
Segura,2024,8,0.1871,853.0,4560.0
Segura,2024,9,0.1686,769.0,4560.0
Segura,2024,10,0.1525,869.0,5700.0
Segura,2024,11,0.1921,876.0,4560.0
Segura,2024,12,0.2137,1218.0,5700.0
Segura,2025,1,0.2105,960.0,4560.0
Segura,2025,2,0.2011,917.0,4560.0
Segura,2025,3,0.232,1058.0,4560.0
Segura,2025,4,0.2865,1633.0,5700.0
Segura,2025,5,0.305,1391.0,4560.0
Segura,2025,6,0.3134,1429.0,4560.0
Segura,2025,7,0.2958,1686.0,5700.0
Segura,2025,8,0.2656,1211.0,4560.0
Segura,2025,9,0.1951,1112.0,5700.0
Segura,2025,10,0.175,798.0,4560.0
Segura,2025,11,0.1993,909.0,4560.0
Segura,2025,12,0.2309,1316.0,5700.0
Segura,2026,1,0.2662,1214.0,4560.0
Segura,2026,2,0.4083,1862.0,4560.0
Segura,2026,3,0.5107,2911.0,5700.0
Segura,2026,4,0.5695,2597.0,4560.0
Segura,2026,5,0.5963,2719.0,4560.0
Segura,2026,6,0.5933,3382.0,5700.0
Segura,2026,7,0.5763,1314.0,2280.0
Tajo,1987,10,0.0625,3.0,48.0
Tajo,1988,1,0.5792,25025.0,43208.0
Tajo,1988,2,0.6516,28153.0,43208.0
Tajo,1988,3,0.6086,32872.0,54010.0
Tajo,1988,4,0.6138,26581.0,43304.0
Tajo,1988,5,0.6684,36178.0,54130.0
Tajo,1988,6,0.7044,30504.0,43304.0
Tajo,1988,7,0.7314,31674.0,43304.0
Tajo,1988,8,0.6622,35846.0,54130.0
Tajo,1988,9,0.5877,25451.0,43304.0
Tajo,1988,10,0.5438,23548.0,43304.0
Tajo,1988,11,0.5177,28021.0,54130.0
Tajo,1988,12,0.4974,21541.0,43304.0
Tajo,1989,1,0.4886,26448.0,54130.0
Tajo,1989,2,0.4876,21115.0,43304.0
Tajo,1989,3,0.5014,21712.0,43304.0
Tajo,1989,4,0.5147,22289.0,43304.0
Tajo,1989,5,0.5335,28879.0,54130.0
Tajo,1989,6,0.5448,23592.0,43304.0
Tajo,1989,7,0.5201,22522.0,43304.0
Tajo,1989,8,0.4794,25950.0,54130.0
Tajo,1989,9,0.4507,19517.0,43304.0
Tajo,1989,10,0.4298,23266.0,54130.0
Tajo,1989,11,0.4469,19353.0,43304.0
Tajo,1989,12,0.6604,28599.0,43304.0
Tajo,1990,1,0.7359,39836.0,54130.0
Tajo,1990,2,0.7143,30906.0,43268.0
Tajo,1990,3,0.6693,28960.0,43268.0
Tajo,1990,4,0.661,28657.0,43355.0
Tajo,1990,5,0.6507,35474.0,54520.0
Tajo,1990,6,0.6097,26591.0,43616.0
Tajo,1990,7,0.5552,30269.0,54520.0
Tajo,1990,8,0.4935,21525.0,43616.0
Tajo,1990,9,0.461,20105.0,43616.0
Tajo,1990,10,0.4402,24001.0,54520.0
Tajo,1990,11,0.4444,19381.0,43616.0
Tajo,1990,12,0.4373,19072.0,43616.0
Tajo,1991,1,0.46,25081.0,54520.0
Tajo,1991,2,0.4897,21357.0,43616.0
Tajo,1991,3,0.6172,26920.0,43616.0
Tajo,1991,4,0.6594,35949.0,54520.0
Tajo,1991,5,0.652,28438.0,43616.0
Tajo,1991,6,0.6282,27398.0,43616.0
Tajo,1991,7,0.5705,31101.0,54520.0
Tajo,1991,8,0.5172,22560.0,43616.0
Tajo,1991,9,0.4777,20836.0,43616.0
Tajo,1991,10,0.4396,23966.0,54520.0
Tajo,1991,11,0.4132,18020.0,43616.0
Tajo,1991,12,0.4032,21983.0,54520.0
Tajo,1992,1,0.4019,17531.0,43616.0
Tajo,1992,2,0.3974,17333.0,43616.0
Tajo,1992,3,0.3941,21488.0,54520.0
Tajo,1992,4,0.4082,17805.0,43616.0
Tajo,1992,5,0.4007,17478.0,43616.0
Tajo,1992,6,0.3992,21763.0,54520.0
Tajo,1992,7,0.3905,17030.0,43616.0
Tajo,1992,8,0.364,15877.0,43616.0
Tajo,1992,9,0.3436,18732.0,54520.0
Tajo,1992,10,0.3406,14856.0,43616.0
Tajo,1992,11,0.3543,15451.0,43616.0
Tajo,1992,12,0.3728,20323.0,54520.0
Tajo,1993,1,0.3923,17109.0,43616.0
Tajo,1993,2,0.4017,17522.0,43616.0
Tajo,1993,3,0.411,22405.0,54520.0
Tajo,1993,4,0.4193,18288.0,43616.0
Tajo,1993,5,0.4271,18628.0,43616.0
Tajo,1993,6,0.4572,24929.0,54520.0
Tajo,1993,7,0.4506,19652.0,43616.0
Tajo,1993,8,0.4201,22902.0,54520.0
Tajo,1993,9,0.3968,17305.0,43616.0
Tajo,1993,10,0.4248,18527.0,43616.0
Tajo,1993,11,0.503,27421.0,54520.0
Tajo,1993,12,0.4626,20126.0,43505.0
Tajo,1994,1,0.5073,22052.0,43468.0
Tajo,1994,2,0.5565,24192.0,43468.0
Tajo,1994,3,0.6175,33551.0,54335.0
Tajo,1994,4,0.6228,27072.0,43468.0
Tajo,1994,5,0.6234,33873.0,54335.0
Tajo,1994,6,0.6478,28160.0,43468.0
Tajo,1994,7,0.5912,25700.0,43468.0
Tajo,1994,8,0.5319,28899.0,54335.0
Tajo,1994,9,0.4889,21252.0,43468.0
Tajo,1994,10,0.4654,20229.0,43468.0
Tajo,1994,11,0.4403,23924.0,54335.0
Tajo,1994,12,0.4292,18656.0,43468.0
Tajo,1995,1,0.4342,23594.0,54335.0
Tajo,1995,2,0.4808,20898.0,43468.0
Tajo,1995,3,0.5089,22123.0,43468.0
Tajo,1995,4,0.4994,21710.0,43468.0
Tajo,1995,5,0.4785,26002.0,54335.0
Tajo,1995,6,0.4469,19424.0,43468.0
Tajo,1995,7,0.4115,17886.0,43468.0
Tajo,1995,8,0.367,19941.0,54335.0
Tajo,1995,9,0.3343,14530.0,43468.0
Tajo,1995,10,0.3123,16992.0,54405.0
Tajo,1995,11,0.3159,13820.0,43748.0
Tajo,1995,12,0.3408,14908.0,43748.0
Tajo,1996,1,0.5833,31899.0,54685.0
Tajo,1996,2,0.6837,29912.0,43748.0
Tajo,1996,3,0.6499,28433.0,43748.0
Tajo,1996,4,0.6889,37671.0,54685.0
Tajo,1996,5,0.7053,30854.0,43748.0
Tajo,1996,6,0.7017,30700.0,43748.0
Tajo,1996,7,0.6591,36045.0,54685.0
Tajo,1996,8,0.6045,26447.0,43748.0
Tajo,1996,9,0.55,24061.0,43748.0
Tajo,1996,10,0.4843,26486.0,54685.0
Tajo,1996,11,0.4345,19008.0,43748.0
Tajo,1996,12,0.4966,27159.0,54685.0
Tajo,1997,1,0.676,29570.0,43742.0
Tajo,1997,2,0.7112,31106.0,43736.0
Tajo,1997,3,0.7227,31610.0,43736.0
Tajo,1997,4,0.6893,37685.0,54670.0
Tajo,1997,5,0.6521,28520.0,43736.0
Tajo,1997,6,0.6491,28390.0,43736.0
Tajo,1997,7,0.6247,34150.0,54670.0
Tajo,1997,8,0.5785,25302.0,43736.0
Tajo,1997,9,0.5407,29560.0,54670.0
Tajo,1997,10,0.5213,22801.0,43736.0
Tajo,1997,11,0.5801,25370.0,43736.0
Tajo,1997,12,0.6805,37201.0,54670.0
Tajo,1998,1,0.7386,32303.0,43736.0
Tajo,1998,2,0.7406,32390.0,43736.0
Tajo,1998,3,0.7332,40084.0,54670.0
Tajo,1998,4,0.7238,31656.0,43736.0
Tajo,1998,5,0.7379,32272.0,43736.0
Tajo,1998,6,0.7793,42602.0,54670.0
Tajo,1998,7,0.7145,31248.0,43736.0
Tajo,1998,8,0.6423,28091.0,43736.0
Tajo,1998,9,0.5921,32370.0,54670.0
Tajo,1998,10,0.5726,25045.0,43736.0
Tajo,1998,11,0.5616,24564.0,43736.0
Tajo,1998,12,0.5585,30533.0,54670.0
Tajo,1999,1,0.5667,24787.0,43736.0
Tajo,1999,2,0.582,25453.0,43736.0
Tajo,1999,3,0.5943,32490.0,54670.0
Tajo,1999,4,0.598,26154.0,43736.0
Tajo,1999,5,0.5985,26174.0,43736.0
Tajo,1999,6,0.5696,31139.0,54670.0
Tajo,1999,7,0.5172,22622.0,43736.0
Tajo,1999,8,0.4819,26347.0,54670.0
Tajo,1999,9,0.4575,20008.0,43736.0
Tajo,1999,10,0.4671,20427.0,43736.0
Tajo,1999,11,0.515,28154.0,54670.0
Tajo,1999,12,0.4861,21260.0,43736.0
Tajo,2000,1,0.4879,21339.0,43736.0
Tajo,2000,2,0.4906,26821.0,54670.0
Tajo,2000,3,0.4958,21684.0,43736.0
Tajo,2000,4,0.5357,23428.0,43736.0
Tajo,2000,5,0.6636,36281.0,54670.0
Tajo,2000,6,0.6972,30494.0,43736.0
Tajo,2000,7,0.6574,28833.0,43859.0
Tajo,2000,8,0.6032,33100.0,54875.0
Tajo,2000,9,0.5097,22377.0,43900.0
Tajo,2000,10,0.4296,23577.0,54875.0
Tajo,2000,11,0.4225,18549.0,43900.0
Tajo,2000,12,0.5236,22988.0,43900.0
Tajo,2001,1,0.7154,39256.0,54875.0
Tajo,2001,2,0.7525,33036.0,43900.0
Tajo,2001,3,0.7914,34741.0,43900.0
Tajo,2001,4,0.7828,34364.0,43900.0
Tajo,2001,5,0.7666,42066.0,54875.0
Tajo,2001,6,0.733,32177.0,43900.0
Tajo,2001,7,0.6778,37197.0,54875.0
Tajo,2001,8,0.6332,27797.0,43900.0
Tajo,2001,9,0.5777,25361.0,43900.0
Tajo,2001,10,0.5636,30925.0,54875.0
Tajo,2001,11,0.5315,23335.0,43900.0
